Material,Matl-Comp,Package Size,4.4 MSU转换,FormulaName,Type,Note,SUF,Brand,Seg
82200399,91929173,750,2513.854768,SHM BC156OG,PO shampoo,BC156oG1RJ301008 0.5PO 0.85RP HS,1.7503,HS,HKTW
82263821,95913253,80,5891.805035,SHM BC156MF,PO shampoo,BC156M  F1RT300127 Z1 1.30DVN HS,0.7468,HS,FGOI
91634147,90913972,70,161172.1612,COND BC840M68,Non AD conditioner,BC840M68-25 4.6TFS KTN 0.75Red PNT,0.0273,PTN,PACK
82280133,91112114,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 KTN 4.5TFS 0.75RL PNT,0.8401,PTN,On going
82280131,91112111,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 3.6TFS KTN 0.75Red PNT,0.8401,PTN,On going
82280125,90913972,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 4.6TFS KTN 0.75Red PNT,0.8401,PTN,On going
82284661,91794172,210,4488.87982,COND BC840S75,Non AD conditioner,BC840S75-24 0Si KTN 0.5ChasingRainbowsMe,0.9802,VS,On going
82284671,91674266,210,4488.87982,COND BC840M68,Non AD conditioner,BC840M68-25 0Si KTN 0.8SnowWhiteMod 2,0.9802,VS,On going
82284689,91698297,210,4488.87982,COND BC840SC120GLY,Non AD conditioner,BC840Sc120-25-3Gly 0Si KTN 0.8LemonZinge,0.9802,VS,On going
82284540,91794179,210,4488.87982,COND BC840S75,Non AD conditioner,BC840S75-24 0Si KTN 0.65SummerNectar,0.9802,VS,On going
82288353,91730494,400,2356.722014,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.8 0.80 Mahonia,1.867,HS,On going
91931377,90913972,180,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 4.6TFS KTN 0.75Red PNT,0.07,PTN,PACK
91890424,91794179,210,53921.56863,COND BC840S75,Non AD conditioner,BC840S75-24 0Si KTN 0.65SummerNectar,0.0816,VS,PACK
82275536,91295002,950,1984.66396,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 1.1Vi HS,2.217,HS,HKTW
82275537,91295005,950,1984.66396,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1TS HS,2.217,HS,HKTW
82275538,91295024,950,1984.66396,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PR HS,2.217,HS,HKTW
82273922,90913972,70,6734.006734,COND BC840M68,Non AD conditioner,BC840M68-25 4.6TFS KTN 0.75Red PNT,0.6534,PTN,FGOI
82288128,91879267,400,2356.722014,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.8  0.80FGB HS,1.867,HS,On going
82288916,91879267,80,5891.805035,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.8  0.80FGB HS,0.7468,HS,FGOI
82290103,91947826,400,2356.722014,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 0.95Fl HS,1.867,HS,On going
82290116,91947826,80,5891.805035,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 0.95Fl HS,0.7468,HS,FGOI
91892051,91947826,80,141479.0997,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 0.95Fl HS,0.0311,HS,PACK
90512412,90528164,500,22622.10797,SHM BC89,Clear shampoo,BC89 HXs 0.05XL 0.9SN VS,0.1945,VS,PACK
82298697,90580288,400,4713.444028,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 1.2SMDMBN,0.9335,EC,On going
82280122,90913971,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 4.1TFS KTN  0.75REDLINE BFM,0.8401,PTN,On going
91396819,91879267,80,141025.641,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.8  0.80FGB HS,0.0312,HS,PACK
82294020,91192934,180,5237.47173,COND BC264SD60,Non AD conditioner,BC264SD60 1.5TAS KTN 0.65HI HE,0.8401,HESS,On going
82294092,91192739,600,2094.839078,SHM BC89,Clear shampoo,BC89 HXs 0.05XL 1.0 HI Histidine Tlt,2.1004,HESS,On going
91080751,91192739,400,28277.63496,SHM BC89,Clear shampoo,BC89 HXs 0.05XL 1.0 HI Histidine Tlt,0.1556,HESS,PACK
91122243,91295024,1000,11311.05398,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PR HS,0.389,HS,WIP-HKTW
91081561,91295005,1000,11311.05398,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1TS HS,0.389,HS,WIP-HKTW
91149542,91295002,1000,11311.05398,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 1.1Vi HS,0.389,HS,HKTW
91062202,91458815,200,56555.26992,SHM BC156OG,PO shampoo,C156o G1RJ301008 0.5PO 1.1CM HS,0.0778,HS,HKTW
91062191,91295005,200,56555.26992,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1TS HS,0.0778,HS,WIP-HKTW
91145474,91295024,200,56555.26992,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PR HS,0.0778,HS,WIP-HKTW
91100794,91295002,200,56555.26992,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 1.1Vi HS,0.0778,HS,HKTW
91062191,91295005,200,56555.26992,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1TS HS,0.0778,HS,WIP-HKTW
82316920,91297192,80,6068.965517,SHM BC188S,PO shampoo,BC188 S07X4000 0.8PO 1.1MSR,0.725,HS,FGOI
82317398,91265489,80,6068.965517,SHM BC188S,PO shampoo,BC188 S07X4000 0.8PO 1.1FGB,0.725,HS,FGOI
82322615,91709109,200,9427.898007,COND BC840S75,Non AD conditioner,BC840 S75-24 0.5T 0.5MidSum KTN Aussie,0.4667,Aussie,On going
82322614,91709062,300,6284.816455,SHM BC162CW,Clear shampoo,BC162C WM2500 0.55MidSum AU,0.7001,Aussie,On going
82325524,90076464,750,1294.650739,SHM BC109,Clear shampoo,BC109 P2005X10 0.5FR PNT,3.3986,PTN,On going
82325528,91802916,750,2513.854768,COND BC264MSF80,Non AD conditioner,BC264MSF80 2.5TAS KTN 0.7FR PNT,1.7503,PTN,On going
82325519,91792647,750,2513.854768,COND BC840M68,Non AD conditioner,BC840M68-25 4.3TFS KTN 0.8GS PNT,1.7503,PTN,On going
82325544,91802916,400,3534.988351,COND BC264MSF80,Non AD conditioner,BC264MSF80 2.5TAS KTN 0.7FR PNT,1.2447,PTN,On going
82325557,91802916,200,4713.444028,COND BC264MSF80,Non AD conditioner,BC264MSF80 2.5TAS KTN 0.7FR PNT,0.9335,PTN,On going
82325530,91792647,500,1885.418006,COND BC840M68,Non AD conditioner,BC840M68-25 4.3TFS KTN 0.8GS PNT,2.3337,PTN,On going
82325532,91821805,500,1885.418006,COND BC840M68,Non AD conditioner,BC840M68-25 4.2TFS KTN 0.8GS PNT,2.3337,PTN,On going
82325517,91821802,1000,1942.004678,SHM BC189T,Non AD shampoo,BC189T A17NKBP20072008G20S08 0.8GS PNT,2.2657,PTN,On going
82325565,91432544,300,3236.722083,SHM BC89,Clear shampoo,BC89 HXs 0.05XL 0.9 SunCit Histidine CL,1.3594,PTN,On going
82325547,91792647,200,4713.444028,COND BC840M68,Non AD conditioner,BC840M68-25 4.3TFS KTN 0.8GS PNT,0.9335,PTN,On going
82325550,91821805,200,4713.444028,COND BC840M68,Non AD conditioner,BC840M68-25 4.2TFS KTN 0.8GS PNT,0.9335,PTN,On going
82325525,91814437,750,2513.854768,COND BC840MD67GLY,Non AD conditioner,BC840MD67-24 3.0Gly 1.5TAS KTN 0.7FR PNT,1.7503,PTN,On going
82325564,91631727,530,1778.712051,COND BC840M68,Non AD conditioner,BC840M68-25 Nil Sil KTN 0.65SunnyCit PNT,2.4737,PTN,On going
82325522,91821805,750,2513.854768,COND BC840M68,Non AD conditioner,BC840M68-25 4.2TFS KTN 0.8GS PNT,1.7503,PTN,On going
82325558,90076490,200,2427.452278,SHM BC162H LR,Non AD shampoo,BC162H LR3520 0.5FR Histidine PTN,1.8126,PTN,On going
82325563,91432544,530,1832.035641,SHM BC89,Clear shampoo,BC89 HXs 0.05XL 0.9 SunCit Histidine CL,2.4017,PTN,On going
82325527,90086515,750,1294.650739,SHM BC109 ,Clear shampoo,BC109 P30R20D02 0.5FR PNT,3.3986,PTN,On going
82325518,91781351,1000,1942.004678,SHM BC189H,Non AD shampoo,BC189H Q20R40G10L30 0.8GS PNT,2.2657,PTN,On going
82325604,91821802,750,1294.650739,SHM BC189T,Non AD shampoo,BC189T A17NKBP20072008G20S08 0.8GS PNT,3.3986,PTN,On going
82325521,91781351,750,1294.650739,SHM BC189H,Non AD shampoo,BC189H Q20R40G10L30 0.8GS PNT,3.3986,PTN,On going
91976237,91781351,500,23305.08475,SHM BC189H,Non AD shampoo,BC189H Q20R40G10L30 0.8GS PNT,0.1888,PTN,PACK
91907834,91821802,500,22622.10797,SHM BC189T,Non AD shampoo,BC189T A17NKBP20072008G20S08 0.8GS PNT,0.1945,PTN,PACK
91975023,91792647,500,22622.10797,COND BC840M68,Non AD conditioner,BC840M68-25 4.3TFS KTN 0.8GS PNT,0.1945,PTN,PACK
91925036,91781351,400,28277.63496,SHM BC189H,Non AD shampoo,BC189H Q20R40G10L30 0.8GS PNT,0.1556,PTN,PACK
91974475,91821802,400,28277.63496,SHM BC189T,Non AD shampoo,BC189T A17NKBP20072008G20S08 0.8GS PNT,0.1556,PTN,PACK
91975031,91821805,500,22622.10797,COND BC840M68,Non AD conditioner,BC840M68-25 4.2TFS KTN 0.8GS PNT,0.1945,PTN,PACK
91962644,91821805,200,56555.26992,COND BC840M68,Non AD conditioner,BC840M68-25 4.2TFS KTN 0.8GS PNT,0.0778,PTN,PACK
91934371,91792647,200,56555.26992,COND BC840M68,Non AD conditioner,BC840M68-25 4.3TFS KTN 0.8GS PNT,0.0778,PTN,PACK
80680269,97407902,150,4888.888889,COND BC264SD80P,Non AD conditioner,BC264 SD80P 0.2PEG 5T KTN 0.7SWMod2 VS,0.9,VS,HKTW
91924601,91821802,750,15083.9904,SHM BC189T,Non AD shampoo,BC189T A17NKBP20072008G20S08 0.8GS PNT,0.2917,PTN,On going
80681731,91458814,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ300108 0.5PO 1.1TS HS,1.7503,HS,HKTW
80681733,91912059,750,2513.854768,SHM BC156OG,PO shampoo,BC156oG1RJ301008 0.5PO 1.1PM HS,1.7503,HS,HKTW
80681734,91878920,750,2513.854768,COND BC27S109,PO conditioner,BC27 S109-20 0.25PO 0.66PDMS NaBz 0.55V,1.7503,HS,HKTW
80681744,91295002,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 1.1Vi HS,1.7503,HS,HKTW
80681737,91295005,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1TS HS,1.7503,HS,HKTW
80681741,91295024,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PR HS,1.7503,HS,HKTW
80681745,91879267,500,1885.418006,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.8  0.80FGB HS,2.3337,HS,HKTW
80681730,91458814,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ300108 0.5PO 1.1TS HS,1.7503,HS,HKTW
80684279,91458814,950,2027.276078,SHM BC156OG,PO shampoo,BC156o G1RJ300108 0.5PO 1.1TS HS,2.1704,HS,HKTW
80681747,91458815,750,2513.854768,SHM BC156OG,PO shampoo,C156o G1RJ301008 0.5PO 1.1CM HS,1.7503,HS,HKTW
80681738,91878483,750,2513.854768,SHM BC156OG,PO shampoo,BC156oG1RJ301008 0.5PO 0.90CM HS,1.7503,HS,HKTW
80681746,91912133,500,1885.418006,SHM BC156OG,PO shampoo,BC156oG1RJ301000 0.5PO 1.1CM HS,2.3337,HS,HKTW
91937742,90606580,750,15083.9904,SHM BC156OG,PO shampoo,BC156oG1RJ301027 0.5PO 1.3JJ HS,0.2917,HS,WIP-HKTW
91915856,90606670,750,15083.9904,SHM BC156OG,PO shampoo,BC156oG1RJ301027 0.5PO 1.5MM HS,0.2917,HS,WIP-HKTW
80681724,91295005,1200,1571.148009,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1TS HS,2.8005,HS,HKTW
80681725,91295002,1200,1571.148009,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 1.1Vi HS,2.8005,HS,HKTW
80681727,91295005,1000,1885.418006,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1TS HS,2.3337,HS,HKTW
80681728,91295024,1000,1885.418006,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PR HS,2.3337,HS,HKTW
80681729,91295002,1000,1885.418006,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 1.1Vi HS,2.3337,HS,HKTW
80681726,91295024,1200,1571.148009,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PR HS,2.8005,HS,HKTW
80681748,91458814,400,2356.722014,SHM BC156OG,PO shampoo,BC156o G1RJ300108 0.5PO 1.1TS HS,1.867,HS,HKTW
80681740,91295024,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PR HS,1.7503,HS,HKTW
80681736,91295005,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1TS HS,1.7503,HS,HKTW
80681742,91458813,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PM HS,1.7503,HS,HKTW
80681750,91295024,400,2356.722014,SHM BC156OG,PO shampoo,BC156o G1RJ301008 0.5PO 1.1PR HS,1.867,HS,HKTW
80681751,91295002,400,2356.722014,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 1.1Vi HS,1.867,HS,HKTW
90125676,91730494,500,23706.89655,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.8 0.80 Mahonia,0.1856,HS,PACK
80681743,91295002,750,2513.854768,SHM BC156OG,PO shampoo,BC156o G1RJ302027 0.5PO 1.1Vi HS,1.7503,HS,HKTW
80688985,91265296,500,1976.284585,SHM BC188S,PO shampoo,BC188 S07X4000 0.5PO 1.1FL HS,2.2264,HS,HKTW
80688983,91297192,300,3236.722083,SHM BC188S,PO shampoo,BC188 S07X4000 0.8PO 1.1MSR,1.3594,HS,HKTW
80688984,91265489,300,3236.722083,SHM BC188S,PO shampoo,BC188 S07X4000 0.8PO 1.1FGB,1.3594,HS,HKTW
80681732,91912059,750,2513.854768,SHM BC156OG,PO shampoo,BC156oG1RJ301008 0.5PO 1.1PM HS,1.7503,HS,HKTW
80681739,91888327,750,2513.854768,SHM BC156OG,PO shampoo,BC156oG1RJ301008 0.5PO 1.1CM HS,1.7503,HS,HKTW
80684549,91342393,500,1976.284585,SHM BC156OG,PO shampoo,BC156O G1RJ301008 0.5PO 0.8FGB HS,2.2264,HS,HKTW
80681735,91878920,750,2513.854768,COND BC27S109,PO conditioner,BC27 S109-20 0.25PO 0.66PDMS NaBz 0.55V,1.7503,HS,HKTW
82326901,91802249,200,4713.444028,COND B96,PO conditioner,B96-24 0.25PO 0.5TAS NaBz 0.8SE RJ,0.9335,EC,On going
80691401,90151029,500,1942.004678,SHM BC162H QRZ,AD shampoo,BC162H QRz2521 KTN 0.5ZPT 0.55SW VS,2.2657,VS,On going
80691169,90151038,460,2110.817942,SHM BC162H VR,Non AD shampoo,BC162H VR2006 KTN 0.2Mosa 0.6Atlas VS,2.0845,VS,On going
82326874,90074190,400,2427.452278,SHM BC109 ,Clear shampoo,BC109 P30R20D00 1.0MM RJ,1.8126,EC,On going
80691426,90150889,750,1294.650739,SHM BC162H QR,Non AD shampoo,BC162H QR5015 0.55SW VS,3.3986,VS,On going
82326932,90074245,750,1294.650739,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,3.3986,EC,On going
82326923,91830918,500,1942.004678,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,2.2657,EC,On going
80690328,90069878,200,2427.586207,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.5 1.0PR HS,1.8125,HS,On going
82326949,91873865,530,1832.035641,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 1.3MDM RJ,2.4017,EC,On going
82326891,91838780,530,1778.712051,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 1.2MDM RJ,2.4737,EC,On going
82326892,91775632,300,3142.408227,COND B96,PO conditioner,B96-24 0.25PO 0.5TAS NaBz 1.2MM RJ,1.4002,EC,On going
80691399,90159856,400,4713.444028,COND BC840MD67,Non AD conditioner,BC840 MD67-24 T2.25 KTN 0.05Htd 0.7SW VS,0.9335,VS,On going
80691428,90152672,750,2513.854768,COND BC840MD67,Non AD conditioner,BC840MD67-24 T2.25 KTN 0.03Hist 0.7SW VS,1.7503,VS,On going
80691427,90140942,750,2513.854768,COND BC840MD67,Non AD conditioner,BC840 MD67-24 T2.5 KTN 0.03Hist 0.7SW VS,1.7503,VS,On going
80691429,90163858,750,2513.854768,COND BC840MD67,Non AD conditioner,BC840MD67-24 T2.75 KTN 0.03Hist 0.7SW VS,1.7503,VS,On going
80691380,90164576,200,2427.452278,SHM BC162H QR,Non AD shampoo,BC162H QR5015 KTN 0.01Hist 0.55SW VS,1.8126,VS,On going
80690320,90069889,400,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300127 0.5PO 0.85VA HS,1.8125,HS,On going
80690222,90067037,400,4713.444028,COND BC27S109,PO conditioner,BC27 S109-20 0.25PO 0.66PDMS 0.5FGB NaBz,0.9335,HS,On going
80691400,90151017,400,4713.444028,COND BC840MD67,Non AD conditioner,BC840 MD67-24 T2.25 KTN 0.03Htd 0.7SW VS,0.9335,VS,On going
80690313,90084778,200,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300108 0.5PO 1.1CMM HS,1.8125,HS,On going
80690333,90067030,200,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300110 0.5PO 0.8FGB HS,1.8125,HS,On going
82326899,91830394,400,4713.444028,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 0.6MB RJ,0.9335,EC,On going
82326902,91830496,400,4713.444028,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 0.6MB RJ,0.9335,EC,On going
90230020,91112114,180,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 KTN 4.5TFS 0.75RL PNT,0.07,PTN,On going
90237636,91112111,180,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 3.6TFS KTN 0.75Red PNT,0.07,PTN,PACK
80694119,90142368,1000,1942.004678,SHM BC156OF,AD shampoo,BC156o F1RT300127 0.5PO 0.85Vi HS,2.2657,HS,On going
80693850,90148173,400,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1TS HS,1.8125,HS,On going
80693830,90169500,400,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300108 0.5PO 1.1TS HS,1.8125,HS,On going
80693844,90167254,400,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1PR HS,1.8125,HS,On going
80693843,90142374,200,4855.4403,COND BC27S109,PO conditioner,BC27 S109-20 0.25PO 0.66PDMS 0.55Vi NaBz,0.9062,HS,On going
80693834,90142374,400,4855.4403,COND BC27S109,PO conditioner,BC27 S109-20 0.25PO 0.66PDMS 0.55Vi NaBz,0.9062,HS,On going
80694650,90206651,750,1256.927384,SHM BC162H VR,Non AD shampoo,BC162H VR5005 KTN 0.6SW VS,3.5006,VS,On going
80694649,90189232,750,2513.854768,COND BC264MSF80,Non AD conditioner,BC264 MSF80 T4.1 KTN 0.03Hist 0.7SW VS,1.7503,VS,On going
80696032,97145381,300,6284.816455,SHM BC162H VR,Non AD shampoo,BC162H VR3000 0.85OP Mac JSO AO OR,0.7001,Aussie,On going
80695634,91432184,700,2774.274905,SHM BC162H QP,Non AD shampoo,BC162H QP1020 0.6 FR Histidine PTN,1.586,PTN,HKTW
80697848,90913972,260,3625.875567,COND BC840M68,Non AD conditioner,BC840M68-25 4.6TFS KTN 0.75Red PNT,1.2135,PTN,On going
82326890,91775632,530,1778.712051,COND B96,PO conditioner,B96-24 0.25PO 0.5TAS NaBz 1.2MM RJ,2.4737,EC,On going
82326927,91830918,700,1387.137453,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,3.172,EC,GBU
80694648,90206651,400,2427.452278,SHM BC162H VR,Non AD shampoo,BC162H VR5005 KTN 0.6SW VS,1.8126,VS,On going
82326941,91830918,400,2427.452278,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,1.8126,EC,On going
82326875,90074190,750,1294.650739,SHM BC109 ,Clear shampoo,BC109 P30R20D00 1.0MM RJ,3.3986,EC,On going
82326938,90074245,400,2427.452278,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,1.8126,EC,On going
80690311,90069889,200,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300127 0.5PO 0.85VA HS,1.8125,HS,On going
82326900,91830394,200,4713.444028,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 0.6MB RJ,0.9335,EC,On going
82326896,91802249,400,4713.444028,COND B96,PO conditioner,B96-24 0.25PO 0.5TAS NaBz 0.8SE RJ,0.9335,EC,On going
82326933,90074245,200,2427.452278,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,1.8126,EC,On going
82326918,91830918,200,2427.452278,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,1.8126,EC,On going
82327313,90074190,200,2427.452278,SHM BC109 ,Clear shampoo,BC109 P30R20D00 1.0MM RJ,1.8126,EC,On going
82326904,91830496,200,4713.444028,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 0.6MB RJ,0.9335,EC,On going
90219426,91830918,400,28277.63496,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,0.1556,EC,PACK
90222866,91838780,530,21338.5063,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 1.2MDM RJ,0.2062,EC,Pack
90239985,91830394,200,56555.26992,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 0.6MB RJ,0.0778,EC,PACK
80690315,90084778,750,1294.650739,SHM BC156OF,AD shampoo,BC156o F1RT300108 0.5PO 1.1CMM HS,3.3986,HS,On going
90227655,91873865,530,21348.85978,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 1.3MDM RJ,0.2061,EC,PACK
80691386,90140942,200,4713.444028,COND BC840MD67,Non AD conditioner,BC840 MD67-24 T2.5 KTN 0.03Hist 0.7SW VS,0.9335,VS,On going
80691376,90140942,400,4713.444028,COND BC840MD67,Non AD conditioner,BC840 MD67-24 T2.5 KTN 0.03Hist 0.7SW VS,0.9335,VS,On going
80691421,90164576,750,1294.650739,SHM BC162H QR,Non AD shampoo,BC162H QR5015 KTN 0.01Hist 0.55SW VS,3.3986,VS,On going
80691388,90164576,400,2427.452278,SHM BC162H QR,Non AD shampoo,BC162H QR5015 KTN 0.01Hist 0.55SW VS,1.8126,VS,On going
82326936,91830918,750,1294.650739,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,3.3986,EC,On going
90219684,91830918,200,56555.26992,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,0.0778,EC,PACK
82326945,91802249,750,2513.854768,COND B96,PO conditioner,B96-24 0.25PO 0.5TAS NaBz 0.8SE RJ,1.7503,EC,On going
82326898,91830394,750,2513.854768,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 0.6MB RJ,1.7503,EC,On going
80691171,90151038,700,2774.274905,SHM BC162H VR,Non AD shampoo,BC162H VR2006 KTN 0.2Mosa 0.6Atlas VS,1.586,VS,On going
82326925,91830918,1000,1942.004678,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,2.2657,EC,On going
80690321,90069878,400,2427.586207,SHM BC177N,PO shampoo,BC177N G1XJ152000 o0.5 1.0PR HS,1.8125,HS,On going
80691374,90152672,200,4713.444028,COND BC840MD67,Non AD conditioner,BC840MD67-24 T2.25 KTN 0.03Hist 0.7SW VS,0.9335,VS,On going
80690330,90084778,400,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300108 0.5PO 1.1CMM HS,1.8125,HS,On going
80694114,90148173,1000,1942.004678,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1TS HS,2.2657,HS,On going
80700917,96805062,400,4713.444028,COND BC264MD50,Non AD conditioner,BC264 MD50 1.0TAS KTN 0.6Silkroad Bloom,0.9335,DC,On going
80693842,90148173,750,1294.650739,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1TS HS,3.3986,HS,On going
80700916,96805065,200,4713.444028,COND BC264MD50,Non AD conditioner,BC264 MD50 0.5TAS KTN 0.6 Silkroad Bloom,0.9335,DC,On going
80700915,96805065,400,4713.444028,COND BC264MD50,Non AD conditioner,BC264 MD50 0.5TAS KTN 0.6 Silkroad Bloom,0.9335,DC,On going
80693828,90142368,200,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300127 0.5PO 0.85Vi HS,1.8125,HS,On going
80693827,90142368,400,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300127 0.5PO 0.85Vi HS,1.8125,HS,On going
80700918,96805062,200,4713.444028,COND BC264MD50,Non AD conditioner,BC264 MD50 1.0TAS KTN 0.6Silkroad Bloom,0.9335,DC,On going
82326913,91873865,300,3236.722083,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 1.3MDM RJ,1.3594,EC,On going
90260295,90142368,400,28277.63496,SHM BC156OF,AD shampoo,BC156o F1RT300127 0.5PO 0.85Vi HS,0.1556,HS,PACK
90266173,90142368,200,58278.1457,SHM BC156OF,AD shampoo,BC156o F1RT300127 0.5PO 0.85Vi HS,0.0755,HS,PACK
90260296,90148173,200,58278.1457,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1TS HS,0.0755,HS,PACK
90266169,90142368,700,16647.74877,SHM BC156OF,AD shampoo,BC156o F1RT300127 0.5PO 0.85Vi HS,0.2643,HS,PACK
90239581,91830918,500,22622.10797,SHM BC198O,Non AD shampoo,BC198 O1RP151020L 0.7MB RJ,0.1945,EC,PACK
90239988,91830394,500,22622.10797,COND BC840MD80,Non AD conditioner,BC840MD80-24 2.0TAS 0.05Tw KTN 0.6MB RJ,0.1945,EC,PACK
80691375,90152672,400,4713.444028,COND BC840MD67,Non AD conditioner,BC840MD67-24 T2.25 KTN 0.03Hist 0.7SW VS,0.9335,VS,On going
90267690,90148173,400,28277.63496,SHM BC156OF,AD shampoo,BC156o F1RT300106 0.5PO 1.1TS HS,0.1556,HS,PACK
80700920,90067030,1000,1942.004678,SHM BC156OF,AD shampoo,BC156o F1RT300110 0.5PO 0.8FGB HS,2.2657,HS,On going
80693829,90169500,750,1294.650739,SHM BC156OF,AD shampoo,BC156o F1RT300108 0.5PO 1.1TS HS,3.3986,HS,On going
80694124,90169500,200,2427.586207,SHM BC156OF,AD shampoo,BC156o F1RT300108 0.5PO 1.1TS HS,1.8125,HS,On going
80694652,90189232,400,4713.444028,COND BC264MSF80,Non AD conditioner,BC264 MSF80 T4.1 KTN 0.03Hist 0.7SW VS,0.9335,VS,On going
